Protein1_STRING_ID	Protein2_STRING_ID	Combined_Score	Protein1_Name	Protein2_Name	Protein1_Ensembl_Gene_ID	Protein2_Ensembl_Gene_ID
10090.ENSMUSP00000007959	10090.ENSMUSP00000000122	968	Rhoa	Ngfr	ENSMUSG00000007815	ENSMUSG00000000120
10090.ENSMUSP00000011152	10090.ENSMUSP00000004683	968	Mcoln2	Mcoln1	ENSMUSG00000011008	ENSMUSG00000004567
10090.ENSMUSP00000011492	10090.ENSMUSP00000005647	968	Acad9	Ndufs3	ENSMUSG00000027710	ENSMUSG00000005510
10090.ENSMUSP00000013845	10090.ENSMUSP00000014445	968	Timm23	Pam16	ENSMUSG00000013701	ENSMUSG00000014301
10090.ENSMUSP00000014445	10090.ENSMUSP00000013845	968	Pam16	Timm23	ENSMUSG00000014301	ENSMUSG00000013701
10090.ENSMUSP00000000642	10090.ENSMUSP00000005364	967	Hk2	G6pc2	ENSMUSG00000000628	ENSMUSG00000005232
10090.ENSMUSP00000001780	10090.ENSMUSP00000004330	967	Akt1	Ikbkg	ENSMUSG00000001729	ENSMUSG00000004221
10090.ENSMUSP00000002529	10090.ENSMUSP00000008477	967	Prpf6	Snrpb2	ENSMUSG00000002455	ENSMUSG00000008333
10090.ENSMUSP00000003843	10090.ENSMUSP00000008907	967	Man1a	Man1a2	ENSMUSG00000003746	ENSMUSG00000008763
10090.ENSMUSP00000004330	10090.ENSMUSP00000001780	967	Ikbkg	Akt1	ENSMUSG00000004221	ENSMUSG00000001729
10090.ENSMUSP00000004684	10090.ENSMUSP00000007959	967	Arhgef18	Rhoa	ENSMUSG00000004568	ENSMUSG00000007815
10090.ENSMUSP00000005364	10090.ENSMUSP00000000642	967	G6pc2	Hk2	ENSMUSG00000005232	ENSMUSG00000000628
10090.ENSMUSP00000005954	10090.ENSMUSP00000014562	967	Bloc1s6	Hps5	ENSMUSG00000005804	ENSMUSG00000014418
10090.ENSMUSP00000007959	10090.ENSMUSP00000004684	967	Rhoa	Arhgef18	ENSMUSG00000007815	ENSMUSG00000004568
10090.ENSMUSP00000008477	10090.ENSMUSP00000002529	967	Snrpb2	Prpf6	ENSMUSG00000008333	ENSMUSG00000002455
10090.ENSMUSP00000008907	10090.ENSMUSP00000003843	967	Man1a2	Man1a	ENSMUSG00000008763	ENSMUSG00000003746
10090.ENSMUSP00000014562	10090.ENSMUSP00000005954	967	Hps5	Bloc1s6	ENSMUSG00000014418	ENSMUSG00000005804
10090.ENSMUSP00000001147	10090.ENSMUSP00000001547	966	Col6a1	Col1a1	ENSMUSG00000001119	ENSMUSG00000001506
10090.ENSMUSP00000001547	10090.ENSMUSP00000001147	966	Col1a1	Col6a1	ENSMUSG00000001506	ENSMUSG00000001119
10090.ENSMUSP00000000641	10090.ENSMUSP00000002079	965	Sema4f	Plxnb3	ENSMUSG00000000627	ENSMUSG00000031385
10090.ENSMUSP00000001202	10090.ENSMUSP00000003121	965	Ocrl	Rab8a	ENSMUSG00000001173	ENSMUSG00000003037
10090.ENSMUSP00000002079	10090.ENSMUSP00000000641	965	Plxnb3	Sema4f	ENSMUSG00000031385	ENSMUSG00000000627
10090.ENSMUSP00000002152	10090.ENSMUSP00000004560	965	Bbc3	Bid	ENSMUSG00000002083	ENSMUSG00000004446
10090.ENSMUSP00000003121	10090.ENSMUSP00000001202	965	Rab8a	Ocrl	ENSMUSG00000003037	ENSMUSG00000001173
10090.ENSMUSP00000003386	10090.ENSMUSP00000003521	965	Mrpl4	Rps11	ENSMUSG00000003299	ENSMUSG00000003429
10090.ENSMUSP00000003521	10090.ENSMUSP00000003386	965	Rps11	Mrpl4	ENSMUSG00000003429	ENSMUSG00000003299
10090.ENSMUSP00000003521	10090.ENSMUSP00000003946	965	Rps11	Nob1	ENSMUSG00000003429	ENSMUSG00000003848
10090.ENSMUSP00000003946	10090.ENSMUSP00000003521	965	Nob1	Rps11	ENSMUSG00000003848	ENSMUSG00000003429
10090.ENSMUSP00000004560	10090.ENSMUSP00000002152	965	Bid	Bbc3	ENSMUSG00000004446	ENSMUSG00000002083
10090.ENSMUSP00000000090	10090.ENSMUSP00000014438	964	Cox5a	Ndufa2	ENSMUSG00000000088	ENSMUSG00000014294
10090.ENSMUSP00000001780	10090.ENSMUSP00000007708	964	Akt1	Ppp2r1a	ENSMUSG00000001729	ENSMUSG00000007564
10090.ENSMUSP00000002551	10090.ENSMUSP00000005830	964	Snrpd1	Bcas2	ENSMUSG00000002477	ENSMUSG00000005687
10090.ENSMUSP00000003284	10090.ENSMUSP00000004330	964	Irf3	Ikbkg	ENSMUSG00000003184	ENSMUSG00000004221
10090.ENSMUSP00000004330	10090.ENSMUSP00000003284	964	Ikbkg	Irf3	ENSMUSG00000004221	ENSMUSG00000003184
10090.ENSMUSP00000005164	10090.ENSMUSP00000007959	964	Prkacb	Rhoa	ENSMUSG00000005034	ENSMUSG00000007815
10090.ENSMUSP00000005606	10090.ENSMUSP00000007959	964	Prkaca	Rhoa	ENSMUSG00000005469	ENSMUSG00000007815
10090.ENSMUSP00000005830	10090.ENSMUSP00000002551	964	Bcas2	Snrpd1	ENSMUSG00000005687	ENSMUSG00000002477
10090.ENSMUSP00000005954	10090.ENSMUSP00000012580	964	Bloc1s6	Hps3	ENSMUSG00000005804	ENSMUSG00000027615
10090.ENSMUSP00000006565	10090.ENSMUSP00000012587	964	Cdc20	Kif11	ENSMUSG00000006398	ENSMUSG00000012443
10090.ENSMUSP00000007171	10090.ENSMUSP00000012281	964	Chrd	Bmp5	ENSMUSG00000006958	ENSMUSG00000032179
10090.ENSMUSP00000007708	10090.ENSMUSP00000001780	964	Ppp2r1a	Akt1	ENSMUSG00000007564	ENSMUSG00000001729
10090.ENSMUSP00000007959	10090.ENSMUSP00000005164	964	Rhoa	Prkacb	ENSMUSG00000007815	ENSMUSG00000005034
10090.ENSMUSP00000007959	10090.ENSMUSP00000005606	964	Rhoa	Prkaca	ENSMUSG00000007815	ENSMUSG00000005469
10090.ENSMUSP00000012281	10090.ENSMUSP00000007171	964	Bmp5	Chrd	ENSMUSG00000032179	ENSMUSG00000006958
10090.ENSMUSP00000012580	10090.ENSMUSP00000005954	964	Hps3	Bloc1s6	ENSMUSG00000027615	ENSMUSG00000005804
10090.ENSMUSP00000012587	10090.ENSMUSP00000006565	964	Kif11	Cdc20	ENSMUSG00000012443	ENSMUSG00000006398
10090.ENSMUSP00000014438	10090.ENSMUSP00000000090	964	Ndufa2	Cox5a	ENSMUSG00000014294	ENSMUSG00000000088
10090.ENSMUSP00000004200	10090.ENSMUSP00000008477	963	Cwc15	Snrpb2	ENSMUSG00000004096	ENSMUSG00000008333
10090.ENSMUSP00000008477	10090.ENSMUSP00000004200	963	Snrpb2	Cwc15	ENSMUSG00000008333	ENSMUSG00000004096
10090.ENSMUSP00000007216	10090.ENSMUSP00000009234	962	Ap2m1	Ap1b1	ENSMUSG00000022841	ENSMUSG00000009090
10090.ENSMUSP00000008350	10090.ENSMUSP00000010049	962	Cers4	Kdsr	ENSMUSG00000008206	ENSMUSG00000009905
10090.ENSMUSP00000009234	10090.ENSMUSP00000007216	962	Ap1b1	Ap2m1	ENSMUSG00000009090	ENSMUSG00000022841
10090.ENSMUSP00000010049	10090.ENSMUSP00000008350	962	Kdsr	Cers4	ENSMUSG00000009905	ENSMUSG00000008206
10090.ENSMUSP00000001419	10090.ENSMUSP00000007266	961	Zmat2	Lsm2	ENSMUSG00000001383	ENSMUSG00000007050
10090.ENSMUSP00000001818	10090.ENSMUSP00000007266	961	Crnkl1	Lsm2	ENSMUSG00000001767	ENSMUSG00000007050
10090.ENSMUSP00000003876	10090.ENSMUSP00000009102	961	Brd8	Vps72	ENSMUSG00000003778	ENSMUSG00000008958
10090.ENSMUSP00000004949	10090.ENSMUSP00000008280	961	Traf6	Fhl2	ENSMUSG00000027164	ENSMUSG00000008136
10090.ENSMUSP00000007266	10090.ENSMUSP00000001419	961	Lsm2	Zmat2	ENSMUSG00000007050	ENSMUSG00000001383
10090.ENSMUSP00000007266	10090.ENSMUSP00000001818	961	Lsm2	Crnkl1	ENSMUSG00000007050	ENSMUSG00000001767
10090.ENSMUSP00000008280	10090.ENSMUSP00000004949	961	Fhl2	Traf6	ENSMUSG00000008136	ENSMUSG00000027164
10090.ENSMUSP00000008477	10090.ENSMUSP00000008517	961	Snrpb2	Prpf31	ENSMUSG00000008333	ENSMUSG00000008373
10090.ENSMUSP00000008517	10090.ENSMUSP00000008477	961	Prpf31	Snrpb2	ENSMUSG00000008373	ENSMUSG00000008333
10090.ENSMUSP00000009102	10090.ENSMUSP00000003876	961	Vps72	Brd8	ENSMUSG00000008958	ENSMUSG00000003778
10090.ENSMUSP00000002198	10090.ENSMUSP00000007266	960	Sf3a1	Lsm2	ENSMUSG00000002129	ENSMUSG00000007050
10090.ENSMUSP00000004990	10090.ENSMUSP00000005066	960	Mapk14	Map2k1	ENSMUSG00000053436	ENSMUSG00000004936
10090.ENSMUSP00000005066	10090.ENSMUSP00000004990	960	Map2k1	Mapk14	ENSMUSG00000004936	ENSMUSG00000053436
10090.ENSMUSP00000005164	10090.ENSMUSP00000007130	960	Prkacb	Ctnnb1	ENSMUSG00000005034	ENSMUSG00000006932
10090.ENSMUSP00000007130	10090.ENSMUSP00000005164	960	Ctnnb1	Prkacb	ENSMUSG00000006932	ENSMUSG00000005034
10090.ENSMUSP00000007266	10090.ENSMUSP00000002198	960	Lsm2	Sf3a1	ENSMUSG00000007050	ENSMUSG00000002129
10090.ENSMUSP00000000451	10090.ENSMUSP00000001780	959	Raf1	Akt1	ENSMUSG00000000441	ENSMUSG00000001729
10090.ENSMUSP00000000542	10090.ENSMUSP00000002678	959	Acvrl1	Tgfb1	ENSMUSG00000000530	ENSMUSG00000002603
10090.ENSMUSP00000001156	10090.ENSMUSP00000006792	959	Cfp	Ncr1	ENSMUSG00000001128	ENSMUSG00000062524
10090.ENSMUSP00000001181	10090.ENSMUSP00000001547	959	Col6a2	Col1a1	ENSMUSG00000020241	ENSMUSG00000001506
10090.ENSMUSP00000001184	10090.ENSMUSP00000004494	959	Mxd1	Sin3b	ENSMUSG00000001156	ENSMUSG00000031622
10090.ENSMUSP00000001547	10090.ENSMUSP00000001181	959	Col1a1	Col6a2	ENSMUSG00000001506	ENSMUSG00000020241
10090.ENSMUSP00000001780	10090.ENSMUSP00000000451	959	Akt1	Raf1	ENSMUSG00000001729	ENSMUSG00000000441
10090.ENSMUSP00000002678	10090.ENSMUSP00000000542	959	Tgfb1	Acvrl1	ENSMUSG00000002603	ENSMUSG00000000530
10090.ENSMUSP00000002844	10090.ENSMUSP00000003521	959	Mrpl2	Rps11	ENSMUSG00000002767	ENSMUSG00000003429
10090.ENSMUSP00000003521	10090.ENSMUSP00000002844	959	Rps11	Mrpl2	ENSMUSG00000003429	ENSMUSG00000002767
10090.ENSMUSP00000003521	10090.ENSMUSP00000004379	959	Rps11	Emg1	ENSMUSG00000003429	ENSMUSG00000004268
10090.ENSMUSP00000004203	10090.ENSMUSP00000004507	959	Ppan	Ddx56	ENSMUSG00000004100	ENSMUSG00000004393
10090.ENSMUSP00000004379	10090.ENSMUSP00000003521	959	Emg1	Rps11	ENSMUSG00000004268	ENSMUSG00000003429
10090.ENSMUSP00000004494	10090.ENSMUSP00000001184	959	Sin3b	Mxd1	ENSMUSG00000031622	ENSMUSG00000001156
10090.ENSMUSP00000004507	10090.ENSMUSP00000004203	959	Ddx56	Ppan	ENSMUSG00000004393	ENSMUSG00000004100
10090.ENSMUSP00000005503	10090.ENSMUSP00000007296	959	Msh6	Pole	ENSMUSG00000005370	ENSMUSG00000007080
10090.ENSMUSP00000005606	10090.ENSMUSP00000007130	959	Prkaca	Ctnnb1	ENSMUSG00000005469	ENSMUSG00000006932
10090.ENSMUSP00000006792	10090.ENSMUSP00000001156	959	Ncr1	Cfp	ENSMUSG00000062524	ENSMUSG00000001128
10090.ENSMUSP00000007130	10090.ENSMUSP00000005606	959	Ctnnb1	Prkaca	ENSMUSG00000006932	ENSMUSG00000005469
10090.ENSMUSP00000007296	10090.ENSMUSP00000005503	959	Pole	Msh6	ENSMUSG00000007080	ENSMUSG00000005370
10090.ENSMUSP00000000260	10090.ENSMUSP00000006764	958	Gmpr	Aprt	ENSMUSG00000000253	ENSMUSG00000006589
10090.ENSMUSP00000001183	10090.ENSMUSP00000005810	958	Ftcd	Mthfd2	ENSMUSG00000001155	ENSMUSG00000005667
10090.ENSMUSP00000005810	10090.ENSMUSP00000001183	958	Mthfd2	Ftcd	ENSMUSG00000005667	ENSMUSG00000001155
10090.ENSMUSP00000006764	10090.ENSMUSP00000000260	958	Aprt	Gmpr	ENSMUSG00000006589	ENSMUSG00000000253
10090.ENSMUSP00000001780	10090.ENSMUSP00000013807	957	Akt1	Pten	ENSMUSG00000001729	ENSMUSG00000013663
10090.ENSMUSP00000001989	10090.ENSMUSP00000005714	957	Uba1	Ube2m	ENSMUSG00000001924	ENSMUSG00000005575
10090.ENSMUSP00000005714	10090.ENSMUSP00000001989	957	Ube2m	Uba1	ENSMUSG00000005575	ENSMUSG00000001924
10090.ENSMUSP00000013807	10090.ENSMUSP00000001780	957	Pten	Akt1	ENSMUSG00000013663	ENSMUSG00000001729
10090.ENSMUSP00000001780	10090.ENSMUSP00000007130	956	Akt1	Ctnnb1	ENSMUSG00000001729	ENSMUSG00000006932
10090.ENSMUSP00000001975	10090.ENSMUSP00000012540	956	Nacc1	Nanog	ENSMUSG00000001910	ENSMUSG00000012396
10090.ENSMUSP00000007130	10090.ENSMUSP00000001780	956	Ctnnb1	Akt1	ENSMUSG00000006932	ENSMUSG00000001729
10090.ENSMUSP00000012540	10090.ENSMUSP00000001975	956	Nanog	Nacc1	ENSMUSG00000012396	ENSMUSG00000001910
10090.ENSMUSP00000001452	10090.ENSMUSP00000006565	955	Cct3	Cdc20	ENSMUSG00000001416	ENSMUSG00000006398
10090.ENSMUSP00000003027	10090.ENSMUSP00000004156	955	Map2k7	Map3k11	ENSMUSG00000002948	ENSMUSG00000004054
10090.ENSMUSP00000003451	10090.ENSMUSP00000004326	955	Rnd1	Plxna3	ENSMUSG00000054855	ENSMUSG00000031398
10090.ENSMUSP00000004156	10090.ENSMUSP00000003027	955	Map3k11	Map2k7	ENSMUSG00000004054	ENSMUSG00000002948
10090.ENSMUSP00000004203	10090.ENSMUSP00000007993	955	Ppan	Rbm28	ENSMUSG00000004100	ENSMUSG00000029701
10090.ENSMUSP00000004326	10090.ENSMUSP00000003451	955	Plxna3	Rnd1	ENSMUSG00000031398	ENSMUSG00000054855
10090.ENSMUSP00000004480	10090.ENSMUSP00000005860	955	Sst	Pvalb	ENSMUSG00000004366	ENSMUSG00000005716
10090.ENSMUSP00000005711	10090.ENSMUSP00000014546	955	Chmp2a	Tsg101	ENSMUSG00000033916	ENSMUSG00000014402
10090.ENSMUSP00000005820	10090.ENSMUSP00000006037	955	Nr1i3	Ncoa2	ENSMUSG00000005677	ENSMUSG00000005886
10090.ENSMUSP00000005860	10090.ENSMUSP00000004480	955	Pvalb	Sst	ENSMUSG00000005716	ENSMUSG00000004366
10090.ENSMUSP00000006037	10090.ENSMUSP00000005820	955	Ncoa2	Nr1i3	ENSMUSG00000005886	ENSMUSG00000005677
10090.ENSMUSP00000006565	10090.ENSMUSP00000001452	955	Cdc20	Cct3	ENSMUSG00000006398	ENSMUSG00000001416
10090.ENSMUSP00000007993	10090.ENSMUSP00000004203	955	Rbm28	Ppan	ENSMUSG00000029701	ENSMUSG00000004100
10090.ENSMUSP00000014546	10090.ENSMUSP00000005711	955	Tsg101	Chmp2a	ENSMUSG00000014402	ENSMUSG00000033916
10090.ENSMUSP00000000129	10090.ENSMUSP00000007130	954	Fer	Ctnnb1	ENSMUSG00000000127	ENSMUSG00000006932
10090.ENSMUSP00000001419	10090.ENSMUSP00000002551	954	Zmat2	Snrpd1	ENSMUSG00000001383	ENSMUSG00000002477
10090.ENSMUSP00000001451	10090.ENSMUSP00000002280	954	Smg5	Smg9	ENSMUSG00000001415	ENSMUSG00000002210
10090.ENSMUSP00000002280	10090.ENSMUSP00000001451	954	Smg9	Smg5	ENSMUSG00000002210	ENSMUSG00000001415
10090.ENSMUSP00000002551	10090.ENSMUSP00000001419	954	Snrpd1	Zmat2	ENSMUSG00000002477	ENSMUSG00000001383
10090.ENSMUSP00000007130	10090.ENSMUSP00000000129	954	Ctnnb1	Fer	ENSMUSG00000006932	ENSMUSG00000000127
10090.ENSMUSP00000000299	10090.ENSMUSP00000005889	953	Itgb2	Vav1	ENSMUSG00000000290	ENSMUSG00000034116
10090.ENSMUSP00000003027	10090.ENSMUSP00000004990	953	Map2k7	Mapk14	ENSMUSG00000002948	ENSMUSG00000053436
10090.ENSMUSP00000003754	10090.ENSMUSP00000005860	953	Calb2	Pvalb	ENSMUSG00000003657	ENSMUSG00000005716
10090.ENSMUSP00000004990	10090.ENSMUSP00000003027	953	Mapk14	Map2k7	ENSMUSG00000053436	ENSMUSG00000002948
10090.ENSMUSP00000005606	10090.ENSMUSP00000009689	953	Prkaca	Kcnq1	ENSMUSG00000005469	ENSMUSG00000009545
10090.ENSMUSP00000005860	10090.ENSMUSP00000003754	953	Pvalb	Calb2	ENSMUSG00000005716	ENSMUSG00000003657
10090.ENSMUSP00000005889	10090.ENSMUSP00000000299	953	Vav1	Itgb2	ENSMUSG00000034116	ENSMUSG00000000290
10090.ENSMUSP00000009689	10090.ENSMUSP00000005606	953	Kcnq1	Prkaca	ENSMUSG00000009545	ENSMUSG00000005469
10090.ENSMUSP00000002198	10090.ENSMUSP00000008477	952	Sf3a1	Snrpb2	ENSMUSG00000002129	ENSMUSG00000008333
10090.ENSMUSP00000002289	10090.ENSMUSP00000010520	952	Uchl3	Nedd8	ENSMUSG00000022111	ENSMUSG00000010376
10090.ENSMUSP00000002891	10090.ENSMUSP00000005630	952	Top3a	Msh4	ENSMUSG00000002814	ENSMUSG00000005493
10090.ENSMUSP00000005164	10090.ENSMUSP00000009689	952	Prkacb	Kcnq1	ENSMUSG00000005034	ENSMUSG00000009545
10090.ENSMUSP00000005630	10090.ENSMUSP00000002891	952	Msh4	Top3a	ENSMUSG00000005493	ENSMUSG00000002814
10090.ENSMUSP00000005671	10090.ENSMUSP00000007799	952	Igf1r	Cav1	ENSMUSG00000005533	ENSMUSG00000007655
10090.ENSMUSP00000007799	10090.ENSMUSP00000005671	952	Cav1	Igf1r	ENSMUSG00000007655	ENSMUSG00000005533
10090.ENSMUSP00000008477	10090.ENSMUSP00000002198	952	Snrpb2	Sf3a1	ENSMUSG00000008333	ENSMUSG00000002129
10090.ENSMUSP00000009689	10090.ENSMUSP00000005164	952	Kcnq1	Prkacb	ENSMUSG00000009545	ENSMUSG00000005034
10090.ENSMUSP00000010007	10090.ENSMUSP00000014438	952	Sdhb	Ndufa2	ENSMUSG00000009863	ENSMUSG00000014294
10090.ENSMUSP00000010520	10090.ENSMUSP00000002289	952	Nedd8	Uchl3	ENSMUSG00000010376	ENSMUSG00000022111
10090.ENSMUSP00000014438	10090.ENSMUSP00000010007	952	Ndufa2	Sdhb	ENSMUSG00000014294	ENSMUSG00000009863
10090.ENSMUSP00000001780	10090.ENSMUSP00000005889	951	Akt1	Vav1	ENSMUSG00000001729	ENSMUSG00000034116
10090.ENSMUSP00000002818	10090.ENSMUSP00000006181	951	Ykt6	Napa	ENSMUSG00000002741	ENSMUSG00000006024
10090.ENSMUSP00000004330	10090.ENSMUSP00000013949	951	Ikbkg	Birc3	ENSMUSG00000004221	ENSMUSG00000032000
10090.ENSMUSP00000005889	10090.ENSMUSP00000001780	951	Vav1	Akt1	ENSMUSG00000034116	ENSMUSG00000001729
10090.ENSMUSP00000006181	10090.ENSMUSP00000002818	951	Napa	Ykt6	ENSMUSG00000006024	ENSMUSG00000002741
10090.ENSMUSP00000013949	10090.ENSMUSP00000004330	951	Birc3	Ikbkg	ENSMUSG00000032000	ENSMUSG00000004221
10090.ENSMUSP00000000451	10090.ENSMUSP00000001155	950	Raf1	Araf	ENSMUSG00000000441	ENSMUSG00000001127
10090.ENSMUSP00000001155	10090.ENSMUSP00000000451	950	Araf	Raf1	ENSMUSG00000001127	ENSMUSG00000000441
10090.ENSMUSP00000001419	10090.ENSMUSP00000002198	950	Zmat2	Sf3a1	ENSMUSG00000001383	ENSMUSG00000002129
10090.ENSMUSP00000002198	10090.ENSMUSP00000001419	950	Sf3a1	Zmat2	ENSMUSG00000002129	ENSMUSG00000001383
10090.ENSMUSP00000002551	10090.ENSMUSP00000010278	950	Snrpd1	Wdr77	ENSMUSG00000002477	ENSMUSG00000000561
10090.ENSMUSP00000010278	10090.ENSMUSP00000002551	950	Wdr77	Snrpd1	ENSMUSG00000000561	ENSMUSG00000002477
10090.ENSMUSP00000000505	10090.ENSMUSP00000006856	949	Mcm7	Pola1	ENSMUSG00000029730	ENSMUSG00000006678
10090.ENSMUSP00000002029	10090.ENSMUSP00000005003	949	Emd	Lbr	ENSMUSG00000001964	ENSMUSG00000004880
10090.ENSMUSP00000005003	10090.ENSMUSP00000002029	949	Lbr	Emd	ENSMUSG00000004880	ENSMUSG00000001964
10090.ENSMUSP00000006856	10090.ENSMUSP00000000505	949	Pola1	Mcm7	ENSMUSG00000006678	ENSMUSG00000029730
10090.ENSMUSP00000000342	10090.ENSMUSP00000004936	948	Ccl11	Ccl24	ENSMUSG00000020676	ENSMUSG00000004814
10090.ENSMUSP00000001452	10090.ENSMUSP00000013130	948	Cct3	Strn3	ENSMUSG00000001416	ENSMUSG00000020954
10090.ENSMUSP00000001780	10090.ENSMUSP00000004949	948	Akt1	Traf6	ENSMUSG00000001729	ENSMUSG00000027164
10090.ENSMUSP00000002883	10090.ENSMUSP00000010044	948	Sfrp4	Wnt3a	ENSMUSG00000021319	ENSMUSG00000009900
10090.ENSMUSP00000004936	10090.ENSMUSP00000000342	948	Ccl24	Ccl11	ENSMUSG00000004814	ENSMUSG00000020676
10090.ENSMUSP00000004949	10090.ENSMUSP00000001780	948	Traf6	Akt1	ENSMUSG00000027164	ENSMUSG00000001729
10090.ENSMUSP00000010044	10090.ENSMUSP00000002883	948	Wnt3a	Sfrp4	ENSMUSG00000009900	ENSMUSG00000021319
10090.ENSMUSP00000013130	10090.ENSMUSP00000001452	948	Strn3	Cct3	ENSMUSG00000020954	ENSMUSG00000001416
10090.ENSMUSP00000001326	10090.ENSMUSP00000004990	947	Sp1	Mapk14	ENSMUSG00000001280	ENSMUSG00000053436
10090.ENSMUSP00000001452	10090.ENSMUSP00000007248	947	Cct3	Hspa1l	ENSMUSG00000001416	ENSMUSG00000007033
10090.ENSMUSP00000001818	10090.ENSMUSP00000005015	947	Crnkl1	Prcc	ENSMUSG00000001767	ENSMUSG00000004895
10090.ENSMUSP00000004990	10090.ENSMUSP00000001326	947	Mapk14	Sp1	ENSMUSG00000053436	ENSMUSG00000001280
10090.ENSMUSP00000005015	10090.ENSMUSP00000001818	947	Prcc	Crnkl1	ENSMUSG00000004895	ENSMUSG00000001767
10090.ENSMUSP00000006053	10090.ENSMUSP00000008350	947	Smpd4	Cers4	ENSMUSG00000005899	ENSMUSG00000008206
10090.ENSMUSP00000007248	10090.ENSMUSP00000001452	947	Hspa1l	Cct3	ENSMUSG00000007033	ENSMUSG00000001416
10090.ENSMUSP00000008350	10090.ENSMUSP00000006053	947	Cers4	Smpd4	ENSMUSG00000008206	ENSMUSG00000005899
10090.ENSMUSP00000000590	10090.ENSMUSP00000002572	946	Rdx	Slc9a3r2	ENSMUSG00000032050	ENSMUSG00000002504
10090.ENSMUSP00000001319	10090.ENSMUSP00000006614	946	Efnb2	Epha2	ENSMUSG00000001300	ENSMUSG00000006445
10090.ENSMUSP00000002572	10090.ENSMUSP00000000590	946	Slc9a3r2	Rdx	ENSMUSG00000002504	ENSMUSG00000032050
10090.ENSMUSP00000003645	10090.ENSMUSP00000005503	946	Ercc1	Msh6	ENSMUSG00000003549	ENSMUSG00000005370
10090.ENSMUSP00000003870	10090.ENSMUSP00000006565	946	Mxi1	Cdc20	ENSMUSG00000025025	ENSMUSG00000006398
10090.ENSMUSP00000005503	10090.ENSMUSP00000003645	946	Msh6	Ercc1	ENSMUSG00000005370	ENSMUSG00000003549
10090.ENSMUSP00000005711	10090.ENSMUSP00000006217	946	Chmp2a	Snf8	ENSMUSG00000033916	ENSMUSG00000006058
10090.ENSMUSP00000006217	10090.ENSMUSP00000005711	946	Snf8	Chmp2a	ENSMUSG00000006058	ENSMUSG00000033916
10090.ENSMUSP00000006565	10090.ENSMUSP00000003870	946	Cdc20	Mxi1	ENSMUSG00000006398	ENSMUSG00000025025
10090.ENSMUSP00000006614	10090.ENSMUSP00000001319	946	Epha2	Efnb2	ENSMUSG00000006445	ENSMUSG00000001300
10090.ENSMUSP00000004206	10090.ENSMUSP00000007139	945	Eif3g	Eif1b	ENSMUSG00000070319	ENSMUSG00000006941
10090.ENSMUSP00000007139	10090.ENSMUSP00000004206	945	Eif1b	Eif3g	ENSMUSG00000006941	ENSMUSG00000070319
10090.ENSMUSP00000007449	10090.ENSMUSP00000011526	945	Akr1b7	Dhdh	ENSMUSG00000052131	ENSMUSG00000011382
10090.ENSMUSP00000011526	10090.ENSMUSP00000007449	945	Dhdh	Akr1b7	ENSMUSG00000011382	ENSMUSG00000052131
10090.ENSMUSP00000000194	10090.ENSMUSP00000009329	944	Ccl12	Ccl8	ENSMUSG00000035352	ENSMUSG00000009185
10090.ENSMUSP00000000579	10090.ENSMUSP00000005606	944	Sox9	Prkaca	ENSMUSG00000000567	ENSMUSG00000005469
10090.ENSMUSP00000000642	10090.ENSMUSP00000004327	944	Hk2	G6pdx	ENSMUSG00000000628	ENSMUSG00000031400
10090.ENSMUSP00000003521	10090.ENSMUSP00000004470	944	Rps11	Utp20	ENSMUSG00000003429	ENSMUSG00000004356
10090.ENSMUSP00000004327	10090.ENSMUSP00000000642	944	G6pdx	Hk2	ENSMUSG00000031400	ENSMUSG00000000628
10090.ENSMUSP00000004470	10090.ENSMUSP00000003521	944	Utp20	Rps11	ENSMUSG00000004356	ENSMUSG00000003429
10090.ENSMUSP00000005606	10090.ENSMUSP00000000579	944	Prkaca	Sox9	ENSMUSG00000005469	ENSMUSG00000000567
10090.ENSMUSP00000009329	10090.ENSMUSP00000000194	944	Ccl8	Ccl12	ENSMUSG00000009185	ENSMUSG00000035352
10090.ENSMUSP00000000348	10090.ENSMUSP00000001834	943	Rtca	Rtcb	ENSMUSG00000000339	ENSMUSG00000001783
10090.ENSMUSP00000001780	10090.ENSMUSP00000007799	943	Akt1	Cav1	ENSMUSG00000001729	ENSMUSG00000007655
10090.ENSMUSP00000001834	10090.ENSMUSP00000000348	943	Rtcb	Rtca	ENSMUSG00000001783	ENSMUSG00000000339
10090.ENSMUSP00000007266	10090.ENSMUSP00000008477	943	Lsm2	Snrpb2	ENSMUSG00000007050	ENSMUSG00000008333
10090.ENSMUSP00000007799	10090.ENSMUSP00000001780	943	Cav1	Akt1	ENSMUSG00000007655	ENSMUSG00000001729
10090.ENSMUSP00000008477	10090.ENSMUSP00000007266	943	Snrpb2	Lsm2	ENSMUSG00000008333	ENSMUSG00000007050
10090.ENSMUSP00000000219	10090.ENSMUSP00000004770	942	Th	Tyr	ENSMUSG00000000214	ENSMUSG00000004651
10090.ENSMUSP00000004770	10090.ENSMUSP00000000219	942	Tyr	Th	ENSMUSG00000004651	ENSMUSG00000000214
10090.ENSMUSP00000005826	10090.ENSMUSP00000007005	942	Cs	Acat2	ENSMUSG00000005683	ENSMUSG00000023832
10090.ENSMUSP00000007005	10090.ENSMUSP00000005826	942	Acat2	Cs	ENSMUSG00000023832	ENSMUSG00000005683
