Protein1_STRING_ID	Protein2_STRING_ID	Combined_Score	Protein1_Name	Protein2_Name	Protein1_Ensembl_Gene_ID	Protein2_Ensembl_Gene_ID
10090.ENSMUSP00000008517	10090.ENSMUSP00000007266	992	Prpf31	Lsm2	ENSMUSG00000008373	ENSMUSG00000007050
10090.ENSMUSP00000009234	10090.ENSMUSP00000003117	992	Ap1b1	Ap1m1	ENSMUSG00000009090	ENSMUSG00000003033
10090.ENSMUSP00000010007	10090.ENSMUSP00000005647	992	Sdhb	Ndufs3	ENSMUSG00000009863	ENSMUSG00000005510
10090.ENSMUSP00000010201	10090.ENSMUSP00000001559	992	Nprl2	Itfg2	ENSMUSG00000010057	ENSMUSG00000001518
10090.ENSMUSP00000013949	10090.ENSMUSP00000004949	992	Birc3	Traf6	ENSMUSG00000032000	ENSMUSG00000027164
10090.ENSMUSP00000000450	10090.ENSMUSP00000006037	991	Pparg	Ncoa2	ENSMUSG00000000440	ENSMUSG00000005886
10090.ENSMUSP00000001055	10090.ENSMUSP00000012847	991	Icam2	Cd209a	ENSMUSG00000001029	ENSMUSG00000031494
10090.ENSMUSP00000006037	10090.ENSMUSP00000000450	991	Ncoa2	Pparg	ENSMUSG00000005886	ENSMUSG00000000440
10090.ENSMUSP00000006178	10090.ENSMUSP00000010201	991	Kptn	Nprl2	ENSMUSG00000006021	ENSMUSG00000010057
10090.ENSMUSP00000006431	10090.ENSMUSP00000013304	991	Atp6v1b1	Atp6v0d1	ENSMUSG00000006269	ENSMUSG00000013160
10090.ENSMUSP00000010201	10090.ENSMUSP00000006178	991	Nprl2	Kptn	ENSMUSG00000010057	ENSMUSG00000006021
10090.ENSMUSP00000012847	10090.ENSMUSP00000001055	991	Cd209a	Icam2	ENSMUSG00000031494	ENSMUSG00000001029
10090.ENSMUSP00000013304	10090.ENSMUSP00000006431	991	Atp6v0d1	Atp6v1b1	ENSMUSG00000013160	ENSMUSG00000006269
10090.ENSMUSP00000000028	10090.ENSMUSP00000006760	990	Cdc45	Cdt1	ENSMUSG00000000028	ENSMUSG00000006585
10090.ENSMUSP00000001927	10090.ENSMUSP00000003687	990	Ltbp1	Tgfb3	ENSMUSG00000001870	ENSMUSG00000021253
10090.ENSMUSP00000002551	10090.ENSMUSP00000008477	990	Snrpd1	Snrpb2	ENSMUSG00000002477	ENSMUSG00000008333
10090.ENSMUSP00000003049	10090.ENSMUSP00000012259	990	Med25	Med15	ENSMUSG00000002968	ENSMUSG00000012114
10090.ENSMUSP00000003386	10090.ENSMUSP00000007482	990	Mrpl4	Mrpl49	ENSMUSG00000003299	ENSMUSG00000007338
10090.ENSMUSP00000003687	10090.ENSMUSP00000001927	990	Tgfb3	Ltbp1	ENSMUSG00000021253	ENSMUSG00000001870
10090.ENSMUSP00000004379	10090.ENSMUSP00000004470	990	Emg1	Utp20	ENSMUSG00000004268	ENSMUSG00000004356
10090.ENSMUSP00000004470	10090.ENSMUSP00000004379	990	Utp20	Emg1	ENSMUSG00000004356	ENSMUSG00000004268
10090.ENSMUSP00000006760	10090.ENSMUSP00000000028	990	Cdt1	Cdc45	ENSMUSG00000006585	ENSMUSG00000000028
10090.ENSMUSP00000007482	10090.ENSMUSP00000003386	990	Mrpl49	Mrpl4	ENSMUSG00000007338	ENSMUSG00000003299
10090.ENSMUSP00000008477	10090.ENSMUSP00000002551	990	Snrpb2	Snrpd1	ENSMUSG00000008333	ENSMUSG00000002477
10090.ENSMUSP00000012259	10090.ENSMUSP00000003049	990	Med15	Med25	ENSMUSG00000012114	ENSMUSG00000002968
10090.ENSMUSP00000001507	10090.ENSMUSP00000005003	989	Cyp51	Lbr	ENSMUSG00000001467	ENSMUSG00000004880
10090.ENSMUSP00000002121	10090.ENSMUSP00000005749	989	Supt6	Ctr9	ENSMUSG00000002052	ENSMUSG00000005609
10090.ENSMUSP00000005003	10090.ENSMUSP00000001507	989	Lbr	Cyp51	ENSMUSG00000004880	ENSMUSG00000001467
10090.ENSMUSP00000005218	10090.ENSMUSP00000012540	989	Cd44	Nanog	ENSMUSG00000005087	ENSMUSG00000012396
10090.ENSMUSP00000005749	10090.ENSMUSP00000002121	989	Ctr9	Supt6	ENSMUSG00000005609	ENSMUSG00000002052
10090.ENSMUSP00000007130	10090.ENSMUSP00000008280	989	Ctnnb1	Fhl2	ENSMUSG00000006932	ENSMUSG00000008136
10090.ENSMUSP00000008280	10090.ENSMUSP00000007130	989	Fhl2	Ctnnb1	ENSMUSG00000008136	ENSMUSG00000006932
10090.ENSMUSP00000012540	10090.ENSMUSP00000005218	989	Nanog	Cd44	ENSMUSG00000012396	ENSMUSG00000005087
10090.ENSMUSP00000000384	10090.ENSMUSP00000002112	988	Trappc10	Trappc6a	ENSMUSG00000000374	ENSMUSG00000002043
10090.ENSMUSP00000000388	10090.ENSMUSP00000002044	988	Ccm2	Map3k3	ENSMUSG00000000378	ENSMUSG00000020700
10090.ENSMUSP00000000579	10090.ENSMUSP00000007130	988	Sox9	Ctnnb1	ENSMUSG00000000567	ENSMUSG00000006932
10090.ENSMUSP00000001339	10090.ENSMUSP00000004203	988	Rrp15	Ppan	ENSMUSG00000001305	ENSMUSG00000004100
10090.ENSMUSP00000001706	10090.ENSMUSP00000001711	988	Hoxc9	Hoxc6	ENSMUSG00000036139	ENSMUSG00000001661
10090.ENSMUSP00000001711	10090.ENSMUSP00000001706	988	Hoxc6	Hoxc9	ENSMUSG00000001661	ENSMUSG00000036139
10090.ENSMUSP00000002044	10090.ENSMUSP00000000388	988	Map3k3	Ccm2	ENSMUSG00000020700	ENSMUSG00000000378
10090.ENSMUSP00000002112	10090.ENSMUSP00000000384	988	Trappc6a	Trappc10	ENSMUSG00000002043	ENSMUSG00000000374
10090.ENSMUSP00000002551	10090.ENSMUSP00000008517	988	Snrpd1	Prpf31	ENSMUSG00000002477	ENSMUSG00000008373
10090.ENSMUSP00000003550	10090.ENSMUSP00000005406	988	Ncstn	App	ENSMUSG00000003458	ENSMUSG00000022892
10090.ENSMUSP00000004203	10090.ENSMUSP00000001339	988	Ppan	Rrp15	ENSMUSG00000004100	ENSMUSG00000001305
10090.ENSMUSP00000005406	10090.ENSMUSP00000003550	988	App	Ncstn	ENSMUSG00000022892	ENSMUSG00000003458
10090.ENSMUSP00000007130	10090.ENSMUSP00000000579	988	Ctnnb1	Sox9	ENSMUSG00000006932	ENSMUSG00000000567
10090.ENSMUSP00000008517	10090.ENSMUSP00000002551	988	Prpf31	Snrpd1	ENSMUSG00000008373	ENSMUSG00000002477
10090.ENSMUSP00000003049	10090.ENSMUSP00000003536	987	Med25	Med29	ENSMUSG00000002968	ENSMUSG00000003444
10090.ENSMUSP00000003536	10090.ENSMUSP00000003049	987	Med29	Med25	ENSMUSG00000003444	ENSMUSG00000002968
10090.ENSMUSP00000007171	10090.ENSMUSP00000009143	987	Chrd	Bmp7	ENSMUSG00000006958	ENSMUSG00000008999
10090.ENSMUSP00000009143	10090.ENSMUSP00000007171	987	Bmp7	Chrd	ENSMUSG00000008999	ENSMUSG00000006958
10090.ENSMUSP00000000122	10090.ENSMUSP00000004949	985	Ngfr	Traf6	ENSMUSG00000000120	ENSMUSG00000027164
10090.ENSMUSP00000000450	10090.ENSMUSP00000007130	985	Pparg	Ctnnb1	ENSMUSG00000000440	ENSMUSG00000006932
10090.ENSMUSP00000001547	10090.ENSMUSP00000005218	985	Col1a1	Cd44	ENSMUSG00000001506	ENSMUSG00000005087
10090.ENSMUSP00000001780	10090.ENSMUSP00000013220	985	Akt1	Amotl1	ENSMUSG00000001729	ENSMUSG00000013076
10090.ENSMUSP00000002064	10090.ENSMUSP00000004172	985	Blvra	Hmox2	ENSMUSG00000001999	ENSMUSG00000004070
10090.ENSMUSP00000002529	10090.ENSMUSP00000007266	985	Prpf6	Lsm2	ENSMUSG00000002455	ENSMUSG00000007050
10090.ENSMUSP00000002551	10090.ENSMUSP00000004200	985	Snrpd1	Cwc15	ENSMUSG00000002477	ENSMUSG00000004096
10090.ENSMUSP00000004172	10090.ENSMUSP00000002064	985	Hmox2	Blvra	ENSMUSG00000004070	ENSMUSG00000001999
10090.ENSMUSP00000004200	10090.ENSMUSP00000002551	985	Cwc15	Snrpd1	ENSMUSG00000004096	ENSMUSG00000002477
10090.ENSMUSP00000004949	10090.ENSMUSP00000000122	985	Traf6	Ngfr	ENSMUSG00000027164	ENSMUSG00000000120
10090.ENSMUSP00000005218	10090.ENSMUSP00000001547	985	Cd44	Col1a1	ENSMUSG00000005087	ENSMUSG00000001506
10090.ENSMUSP00000007130	10090.ENSMUSP00000000450	985	Ctnnb1	Pparg	ENSMUSG00000006932	ENSMUSG00000000440
10090.ENSMUSP00000007266	10090.ENSMUSP00000002529	985	Lsm2	Prpf6	ENSMUSG00000007050	ENSMUSG00000002455
10090.ENSMUSP00000013220	10090.ENSMUSP00000001780	985	Amotl1	Akt1	ENSMUSG00000013076	ENSMUSG00000001729
10090.ENSMUSP00000002064	10090.ENSMUSP00000005548	984	Blvra	Hmox1	ENSMUSG00000001999	ENSMUSG00000005413
10090.ENSMUSP00000002350	10090.ENSMUSP00000003759	984	Ciao3	Ciao1	ENSMUSG00000002280	ENSMUSG00000003662
10090.ENSMUSP00000002925	10090.ENSMUSP00000011492	984	Timmdc1	Acad9	ENSMUSG00000002846	ENSMUSG00000027710
10090.ENSMUSP00000003207	10090.ENSMUSP00000005164	984	Lipe	Prkacb	ENSMUSG00000003123	ENSMUSG00000005034
10090.ENSMUSP00000003207	10090.ENSMUSP00000005606	984	Lipe	Prkaca	ENSMUSG00000003123	ENSMUSG00000005469
10090.ENSMUSP00000003759	10090.ENSMUSP00000002350	984	Ciao1	Ciao3	ENSMUSG00000003662	ENSMUSG00000002280
10090.ENSMUSP00000005164	10090.ENSMUSP00000003207	984	Prkacb	Lipe	ENSMUSG00000005034	ENSMUSG00000003123
10090.ENSMUSP00000005548	10090.ENSMUSP00000002064	984	Hmox1	Blvra	ENSMUSG00000005413	ENSMUSG00000001999
10090.ENSMUSP00000005606	10090.ENSMUSP00000003207	984	Prkaca	Lipe	ENSMUSG00000005469	ENSMUSG00000003123
10090.ENSMUSP00000011492	10090.ENSMUSP00000002925	984	Acad9	Timmdc1	ENSMUSG00000027710	ENSMUSG00000002846
10090.ENSMUSP00000000542	10090.ENSMUSP00000003687	983	Acvrl1	Tgfb3	ENSMUSG00000000530	ENSMUSG00000021253
10090.ENSMUSP00000000759	10090.ENSMUSP00000004965	983	Chmp1a	Chmp2b	ENSMUSG00000000743	ENSMUSG00000004843
10090.ENSMUSP00000002678	10090.ENSMUSP00000003687	983	Tgfb1	Tgfb3	ENSMUSG00000002603	ENSMUSG00000021253
10090.ENSMUSP00000002708	10090.ENSMUSP00000003035	983	Shh	Disp1	ENSMUSG00000002633	ENSMUSG00000030768
10090.ENSMUSP00000002925	10090.ENSMUSP00000013737	983	Timmdc1	Ndufs2	ENSMUSG00000002846	ENSMUSG00000013593
10090.ENSMUSP00000003035	10090.ENSMUSP00000002708	983	Disp1	Shh	ENSMUSG00000030768	ENSMUSG00000002633
10090.ENSMUSP00000003687	10090.ENSMUSP00000000542	983	Tgfb3	Acvrl1	ENSMUSG00000021253	ENSMUSG00000000530
10090.ENSMUSP00000003687	10090.ENSMUSP00000002678	983	Tgfb3	Tgfb1	ENSMUSG00000021253	ENSMUSG00000002603
10090.ENSMUSP00000004965	10090.ENSMUSP00000000759	983	Chmp2b	Chmp1a	ENSMUSG00000004843	ENSMUSG00000000743
10090.ENSMUSP00000013737	10090.ENSMUSP00000002925	983	Ndufs2	Timmdc1	ENSMUSG00000013593	ENSMUSG00000002846
10090.ENSMUSP00000000193	10090.ENSMUSP00000000194	982	Ccl2	Ccl12	ENSMUSG00000035385	ENSMUSG00000035352
10090.ENSMUSP00000000194	10090.ENSMUSP00000000193	982	Ccl12	Ccl2	ENSMUSG00000035352	ENSMUSG00000035385
10090.ENSMUSP00000001419	10090.ENSMUSP00000002529	982	Zmat2	Prpf6	ENSMUSG00000001383	ENSMUSG00000002455
10090.ENSMUSP00000002529	10090.ENSMUSP00000001419	982	Prpf6	Zmat2	ENSMUSG00000002455	ENSMUSG00000001383
10090.ENSMUSP00000002790	10090.ENSMUSP00000004054	982	Cse1l	Kpna1	ENSMUSG00000002718	ENSMUSG00000022905
10090.ENSMUSP00000002839	10090.ENSMUSP00000007708	982	Ppp2r5d	Ppp2r1a	ENSMUSG00000059409	ENSMUSG00000007564
10090.ENSMUSP00000004054	10090.ENSMUSP00000002790	982	Kpna1	Cse1l	ENSMUSG00000022905	ENSMUSG00000002718
10090.ENSMUSP00000004378	10090.ENSMUSP00000011896	982	Eno2	Pgam1	ENSMUSG00000004267	ENSMUSG00000011752
10090.ENSMUSP00000007708	10090.ENSMUSP00000002839	982	Ppp2r1a	Ppp2r5d	ENSMUSG00000007564	ENSMUSG00000059409
10090.ENSMUSP00000011896	10090.ENSMUSP00000004378	982	Pgam1	Eno2	ENSMUSG00000011752	ENSMUSG00000004267
10090.ENSMUSP00000000542	10090.ENSMUSP00000009705	980	Acvrl1	Eng	ENSMUSG00000000530	ENSMUSG00000026814
10090.ENSMUSP00000000544	10090.ENSMUSP00000007757	980	Acvr1b	Tgfbr1	ENSMUSG00000000532	ENSMUSG00000007613
10090.ENSMUSP00000001155	10090.ENSMUSP00000002487	980	Araf	Braf	ENSMUSG00000001127	ENSMUSG00000002413
10090.ENSMUSP00000002487	10090.ENSMUSP00000001155	980	Braf	Araf	ENSMUSG00000002413	ENSMUSG00000001127
10090.ENSMUSP00000003029	10090.ENSMUSP00000014445	980	Timm44	Pam16	ENSMUSG00000002949	ENSMUSG00000014301
10090.ENSMUSP00000004949	10090.ENSMUSP00000007757	980	Traf6	Tgfbr1	ENSMUSG00000027164	ENSMUSG00000007613
10090.ENSMUSP00000007757	10090.ENSMUSP00000000544	980	Tgfbr1	Acvr1b	ENSMUSG00000007613	ENSMUSG00000000532
10090.ENSMUSP00000007757	10090.ENSMUSP00000004949	980	Tgfbr1	Traf6	ENSMUSG00000007613	ENSMUSG00000027164
10090.ENSMUSP00000008036	10090.ENSMUSP00000008812	980	Rplp1	Rps18	ENSMUSG00000007892	ENSMUSG00000008668
10090.ENSMUSP00000008812	10090.ENSMUSP00000008036	980	Rps18	Rplp1	ENSMUSG00000008668	ENSMUSG00000007892
10090.ENSMUSP00000009705	10090.ENSMUSP00000000542	980	Eng	Acvrl1	ENSMUSG00000026814	ENSMUSG00000000530
10090.ENSMUSP00000014445	10090.ENSMUSP00000003029	980	Pam16	Timm44	ENSMUSG00000014301	ENSMUSG00000002949
10090.ENSMUSP00000000505	10090.ENSMUSP00000007296	979	Mcm7	Pole	ENSMUSG00000029730	ENSMUSG00000007080
10090.ENSMUSP00000002551	10090.ENSMUSP00000003450	979	Snrpd1	Ddx23	ENSMUSG00000002477	ENSMUSG00000003360
10090.ENSMUSP00000003450	10090.ENSMUSP00000002551	979	Ddx23	Snrpd1	ENSMUSG00000003360	ENSMUSG00000002477
10090.ENSMUSP00000007296	10090.ENSMUSP00000000505	979	Pole	Mcm7	ENSMUSG00000007080	ENSMUSG00000029730
10090.ENSMUSP00000000175	10090.ENSMUSP00000014438	978	Sdhd	Ndufa2	ENSMUSG00000000171	ENSMUSG00000014294
10090.ENSMUSP00000001479	10090.ENSMUSP00000003310	978	Kpnb1	Ranbp2	ENSMUSG00000001440	ENSMUSG00000003226
10090.ENSMUSP00000003310	10090.ENSMUSP00000001479	978	Ranbp2	Kpnb1	ENSMUSG00000003226	ENSMUSG00000001440
10090.ENSMUSP00000005889	10090.ENSMUSP00000007959	978	Vav1	Rhoa	ENSMUSG00000034116	ENSMUSG00000007815
10090.ENSMUSP00000007959	10090.ENSMUSP00000005889	978	Rhoa	Vav1	ENSMUSG00000007815	ENSMUSG00000034116
10090.ENSMUSP00000014438	10090.ENSMUSP00000000175	978	Ndufa2	Sdhd	ENSMUSG00000014294	ENSMUSG00000000171
10090.ENSMUSP00000002588	10090.ENSMUSP00000005218	977	Tiam1	Cd44	ENSMUSG00000002489	ENSMUSG00000005087
10090.ENSMUSP00000004965	10090.ENSMUSP00000005711	977	Chmp2b	Chmp2a	ENSMUSG00000004843	ENSMUSG00000033916
10090.ENSMUSP00000005218	10090.ENSMUSP00000002588	977	Cd44	Tiam1	ENSMUSG00000005087	ENSMUSG00000002489
10090.ENSMUSP00000005671	10090.ENSMUSP00000007130	977	Igf1r	Ctnnb1	ENSMUSG00000005533	ENSMUSG00000006932
10090.ENSMUSP00000005711	10090.ENSMUSP00000004965	977	Chmp2a	Chmp2b	ENSMUSG00000033916	ENSMUSG00000004843
10090.ENSMUSP00000006431	10090.ENSMUSP00000006435	977	Atp6v1b1	Atp6v1b2	ENSMUSG00000006269	ENSMUSG00000006273
10090.ENSMUSP00000006435	10090.ENSMUSP00000006431	977	Atp6v1b2	Atp6v1b1	ENSMUSG00000006273	ENSMUSG00000006269
10090.ENSMUSP00000007130	10090.ENSMUSP00000005671	977	Ctnnb1	Igf1r	ENSMUSG00000006932	ENSMUSG00000005533
10090.ENSMUSP00000011029	10090.ENSMUSP00000014445	977	Dnajc19	Pam16	ENSMUSG00000027679	ENSMUSG00000014301
10090.ENSMUSP00000014445	10090.ENSMUSP00000011029	977	Pam16	Dnajc19	ENSMUSG00000014301	ENSMUSG00000027679
10090.ENSMUSP00000000090	10090.ENSMUSP00000013737	976	Cox5a	Ndufs2	ENSMUSG00000000088	ENSMUSG00000013593
10090.ENSMUSP00000000153	10090.ENSMUSP00000007959	976	Gna12	Rhoa	ENSMUSG00000000149	ENSMUSG00000007815
10090.ENSMUSP00000001485	10090.ENSMUSP00000003386	976	Mrpl10	Mrpl4	ENSMUSG00000001445	ENSMUSG00000003299
10090.ENSMUSP00000002198	10090.ENSMUSP00000008517	976	Sf3a1	Prpf31	ENSMUSG00000002129	ENSMUSG00000008373
10090.ENSMUSP00000003386	10090.ENSMUSP00000001485	976	Mrpl4	Mrpl10	ENSMUSG00000003299	ENSMUSG00000001445
10090.ENSMUSP00000007959	10090.ENSMUSP00000000153	976	Rhoa	Gna12	ENSMUSG00000007815	ENSMUSG00000000149
10090.ENSMUSP00000008517	10090.ENSMUSP00000002198	976	Prpf31	Sf3a1	ENSMUSG00000008373	ENSMUSG00000002129
10090.ENSMUSP00000013737	10090.ENSMUSP00000000090	976	Ndufs2	Cox5a	ENSMUSG00000013593	ENSMUSG00000000088
10090.ENSMUSP00000001583	10090.ENSMUSP00000009699	975	Ell2	Cdk9	ENSMUSG00000001542	ENSMUSG00000009555
10090.ENSMUSP00000001713	10090.ENSMUSP00000004140	975	Gstt1	Gstm1	ENSMUSG00000001663	ENSMUSG00000058135
10090.ENSMUSP00000004140	10090.ENSMUSP00000001713	975	Gstm1	Gstt1	ENSMUSG00000058135	ENSMUSG00000001663
10090.ENSMUSP00000009699	10090.ENSMUSP00000001583	975	Cdk9	Ell2	ENSMUSG00000009555	ENSMUSG00000001542
10090.ENSMUSP00000000090	10090.ENSMUSP00000010007	974	Cox5a	Sdhb	ENSMUSG00000000088	ENSMUSG00000009863
10090.ENSMUSP00000001419	10090.ENSMUSP00000008517	974	Zmat2	Prpf31	ENSMUSG00000001383	ENSMUSG00000008373
10090.ENSMUSP00000001485	10090.ENSMUSP00000007482	974	Mrpl10	Mrpl49	ENSMUSG00000001445	ENSMUSG00000007338
10090.ENSMUSP00000001780	10090.ENSMUSP00000005077	974	Akt1	Hspb1	ENSMUSG00000001729	ENSMUSG00000004951
10090.ENSMUSP00000002529	10090.ENSMUSP00000007042	974	Prpf6	Ik	ENSMUSG00000002455	ENSMUSG00000024474
10090.ENSMUSP00000002839	10090.ENSMUSP00000009774	974	Ppp2r5d	Ppp2cb	ENSMUSG00000059409	ENSMUSG00000009630
10090.ENSMUSP00000004377	10090.ENSMUSP00000005889	974	Ptpn6	Vav1	ENSMUSG00000004266	ENSMUSG00000034116
10090.ENSMUSP00000004396	10090.ENSMUSP00000004732	974	Atp6v1f	Lim2	ENSMUSG00000004285	ENSMUSG00000118560
10090.ENSMUSP00000004732	10090.ENSMUSP00000004396	974	Lim2	Atp6v1f	ENSMUSG00000118560	ENSMUSG00000004285
10090.ENSMUSP00000005077	10090.ENSMUSP00000001780	974	Hspb1	Akt1	ENSMUSG00000004951	ENSMUSG00000001729
10090.ENSMUSP00000005889	10090.ENSMUSP00000004377	974	Vav1	Ptpn6	ENSMUSG00000034116	ENSMUSG00000004266
10090.ENSMUSP00000007042	10090.ENSMUSP00000002529	974	Ik	Prpf6	ENSMUSG00000024474	ENSMUSG00000002455
10090.ENSMUSP00000007482	10090.ENSMUSP00000001485	974	Mrpl49	Mrpl10	ENSMUSG00000007338	ENSMUSG00000001445
10090.ENSMUSP00000008517	10090.ENSMUSP00000001419	974	Prpf31	Zmat2	ENSMUSG00000008373	ENSMUSG00000001383
10090.ENSMUSP00000009774	10090.ENSMUSP00000002839	974	Ppp2cb	Ppp2r5d	ENSMUSG00000009630	ENSMUSG00000059409
10090.ENSMUSP00000010007	10090.ENSMUSP00000000090	974	Sdhb	Cox5a	ENSMUSG00000009863	ENSMUSG00000000088
10090.ENSMUSP00000000724	10090.ENSMUSP00000006037	973	Kat2b	Ncoa2	ENSMUSG00000000708	ENSMUSG00000005886
10090.ENSMUSP00000001818	10090.ENSMUSP00000003450	973	Crnkl1	Ddx23	ENSMUSG00000001767	ENSMUSG00000003360
10090.ENSMUSP00000003450	10090.ENSMUSP00000001818	973	Ddx23	Crnkl1	ENSMUSG00000003360	ENSMUSG00000001767
10090.ENSMUSP00000003521	10090.ENSMUSP00000007012	973	Rps11	Sod2	ENSMUSG00000003429	ENSMUSG00000006818
10090.ENSMUSP00000005826	10090.ENSMUSP00000010007	973	Cs	Sdhb	ENSMUSG00000005683	ENSMUSG00000009863
10090.ENSMUSP00000005829	10090.ENSMUSP00000006764	973	Ampd3	Aprt	ENSMUSG00000005686	ENSMUSG00000006589
10090.ENSMUSP00000006037	10090.ENSMUSP00000000724	973	Ncoa2	Kat2b	ENSMUSG00000005886	ENSMUSG00000000708
10090.ENSMUSP00000006764	10090.ENSMUSP00000005829	973	Aprt	Ampd3	ENSMUSG00000006589	ENSMUSG00000005686
10090.ENSMUSP00000007012	10090.ENSMUSP00000003521	973	Sod2	Rps11	ENSMUSG00000006818	ENSMUSG00000003429
10090.ENSMUSP00000010007	10090.ENSMUSP00000005826	973	Sdhb	Cs	ENSMUSG00000009863	ENSMUSG00000005683
10090.ENSMUSP00000001565	10090.ENSMUSP00000004786	972	Gtf2h4	Polr2e	ENSMUSG00000001524	ENSMUSG00000004667
10090.ENSMUSP00000001818	10090.ENSMUSP00000005830	972	Crnkl1	Bcas2	ENSMUSG00000001767	ENSMUSG00000005687
10090.ENSMUSP00000003521	10090.ENSMUSP00000010502	972	Rps11	Ifi35	ENSMUSG00000003429	ENSMUSG00000010358
10090.ENSMUSP00000004786	10090.ENSMUSP00000001565	972	Polr2e	Gtf2h4	ENSMUSG00000004667	ENSMUSG00000001524
10090.ENSMUSP00000005830	10090.ENSMUSP00000001818	972	Bcas2	Crnkl1	ENSMUSG00000005687	ENSMUSG00000001767
10090.ENSMUSP00000010502	10090.ENSMUSP00000003521	972	Ifi35	Rps11	ENSMUSG00000010358	ENSMUSG00000003429
10090.ENSMUSP00000011492	10090.ENSMUSP00000013737	972	Acad9	Ndufs2	ENSMUSG00000027710	ENSMUSG00000013593
10090.ENSMUSP00000013737	10090.ENSMUSP00000011492	972	Ndufs2	Acad9	ENSMUSG00000013593	ENSMUSG00000027710
10090.ENSMUSP00000000756	10090.ENSMUSP00000010502	971	Rpl13	Ifi35	ENSMUSG00000000740	ENSMUSG00000010358
10090.ENSMUSP00000002029	10090.ENSMUSP00000007130	971	Emd	Ctnnb1	ENSMUSG00000001964	ENSMUSG00000006932
10090.ENSMUSP00000002079	10090.ENSMUSP00000003451	971	Plxnb3	Rnd1	ENSMUSG00000031385	ENSMUSG00000054855
10090.ENSMUSP00000003450	10090.ENSMUSP00000008517	971	Ddx23	Prpf31	ENSMUSG00000003360	ENSMUSG00000008373
10090.ENSMUSP00000003451	10090.ENSMUSP00000002079	971	Rnd1	Plxnb3	ENSMUSG00000054855	ENSMUSG00000031385
10090.ENSMUSP00000004614	10090.ENSMUSP00000004949	971	Zfp110	Traf6	ENSMUSG00000058638	ENSMUSG00000027164
10090.ENSMUSP00000004949	10090.ENSMUSP00000004614	971	Traf6	Zfp110	ENSMUSG00000027164	ENSMUSG00000058638
10090.ENSMUSP00000007130	10090.ENSMUSP00000002029	971	Ctnnb1	Emd	ENSMUSG00000006932	ENSMUSG00000001964
10090.ENSMUSP00000008517	10090.ENSMUSP00000003450	971	Prpf31	Ddx23	ENSMUSG00000008373	ENSMUSG00000003360
10090.ENSMUSP00000010502	10090.ENSMUSP00000000756	971	Ifi35	Rpl13	ENSMUSG00000010358	ENSMUSG00000000740
10090.ENSMUSP00000001780	10090.ENSMUSP00000004990	970	Akt1	Mapk14	ENSMUSG00000001729	ENSMUSG00000053436
10090.ENSMUSP00000004990	10090.ENSMUSP00000001780	970	Mapk14	Akt1	ENSMUSG00000053436	ENSMUSG00000001729
10090.ENSMUSP00000007130	10090.ENSMUSP00000010044	970	Ctnnb1	Wnt3a	ENSMUSG00000006932	ENSMUSG00000009900
10090.ENSMUSP00000010044	10090.ENSMUSP00000007130	970	Wnt3a	Ctnnb1	ENSMUSG00000009900	ENSMUSG00000006932
10090.ENSMUSP00000000028	10090.ENSMUSP00000006856	969	Cdc45	Pola1	ENSMUSG00000000028	ENSMUSG00000006678
10090.ENSMUSP00000000808	10090.ENSMUSP00000005601	969	Il12rb1	Il27ra	ENSMUSG00000000791	ENSMUSG00000005465
10090.ENSMUSP00000001155	10090.ENSMUSP00000005066	969	Araf	Map2k1	ENSMUSG00000001127	ENSMUSG00000004936
10090.ENSMUSP00000002844	10090.ENSMUSP00000007482	969	Mrpl2	Mrpl49	ENSMUSG00000002767	ENSMUSG00000007338
10090.ENSMUSP00000005066	10090.ENSMUSP00000001155	969	Map2k1	Araf	ENSMUSG00000004936	ENSMUSG00000001127
10090.ENSMUSP00000005509	10090.ENSMUSP00000009538	969	Stx1a	Syn2	ENSMUSG00000007207	ENSMUSG00000009394
10090.ENSMUSP00000005601	10090.ENSMUSP00000000808	969	Il27ra	Il12rb1	ENSMUSG00000005465	ENSMUSG00000000791
10090.ENSMUSP00000006856	10090.ENSMUSP00000000028	969	Pola1	Cdc45	ENSMUSG00000006678	ENSMUSG00000000028
10090.ENSMUSP00000007482	10090.ENSMUSP00000002844	969	Mrpl49	Mrpl2	ENSMUSG00000007338	ENSMUSG00000002767
10090.ENSMUSP00000009538	10090.ENSMUSP00000005509	969	Syn2	Stx1a	ENSMUSG00000009394	ENSMUSG00000007207
10090.ENSMUSP00000000122	10090.ENSMUSP00000007959	968	Ngfr	Rhoa	ENSMUSG00000000120	ENSMUSG00000007815
10090.ENSMUSP00000001812	10090.ENSMUSP00000005164	968	Smo	Prkacb	ENSMUSG00000001761	ENSMUSG00000005034
10090.ENSMUSP00000001812	10090.ENSMUSP00000005606	968	Smo	Prkaca	ENSMUSG00000001761	ENSMUSG00000005469
10090.ENSMUSP00000004683	10090.ENSMUSP00000011152	968	Mcoln1	Mcoln2	ENSMUSG00000004567	ENSMUSG00000011008
10090.ENSMUSP00000005164	10090.ENSMUSP00000001812	968	Prkacb	Smo	ENSMUSG00000005034	ENSMUSG00000001761
10090.ENSMUSP00000005606	10090.ENSMUSP00000001812	968	Prkaca	Smo	ENSMUSG00000005469	ENSMUSG00000001761
10090.ENSMUSP00000005647	10090.ENSMUSP00000011492	968	Ndufs3	Acad9	ENSMUSG00000005510	ENSMUSG00000027710
